,doc_sentiments,documents,zone_sentiments
13,-0.6566025215660249,"[""Takeaways from Bernie Sanders' CNN town hall"", ""He's a millionaire now"", ' but Vermont Sen. Bernie Sanders showed Monday night what his supporters have liked about him since the 2016 presidential race -- and ...']","[0, 0.4090909090909091, -1.0656934306569341]"
14,0.8322169059011165,"['Bernie Sanders and the Science of Smears', 'The satirist Ambrose Bierce', "" author of the Devil's Dictionary"", ' once defined radicalism as “the conservatism of tomorrow injected into the affairs of today.”.']","[0, 0, 0.48484848484848486, 0.34736842105263166]"
15,-2.188311688311688,"['Bernie Sanders draws sharp contrasts between himself and Joe Biden', ""Sen. Bernie Sanders compared his record with Joe Biden's on trade and foreign policy on Monday"", ' attempting to draw sharp contrasts between himself and the ...']","[-0.3787878787878788, 0, -1.8095238095238093]"
16,0.6137601528905876,"['Bernie Sanders just gave the best political answer on impeachment', ""Bernie Sanders didn't build his political career on pragmatism. But on Monday night at a CNN-sponsored town hall"", ' he showed that his presidential candidacy ...']","[0.12307692307692308, 0.14285714285714285, 0.34782608695652173]"
17,0.6410256410256411,"['Bernie Sanders Could Win This Time', 'Despite any suggestions to the contrary', "" Sen. Bernie Sanders's televised Fox News town hall on Monday did not come out of Bizarro World. In fact"", ' it was ...']","[0, 0.6410256410256411, 0, 0]"
18,0.1657688163767893,"['Here’s what Bernie Sanders has done better than any of his Democratic presidential rivals', ""The Bernie Sanders campaign says the Democratic presidential candidate raised $18 million in this year's first quarter from about 900000 donations"", ' putting...']","[0.0561797752808989, 0.1095890410958904, 0]"
19,-0.30769230769230765,"[""Bernie Sanders' 2020 campaign unveils tech tool to increase its voter database"", ""Bernie Sanders on Saturday unveiled a tech tool intended to increase his 2020 campaign's voter database and give him an edge over the Democratic primary ...""]","[-0.20512820512820512, -0.10256410256410255]"
20,-0.9697378093604508,"['Is Bernie Sanders likable enough to become president?', 'For many', "" the Vermont senator's gruff manner is evidence of his authenticity. But some in the party feel he hasn't been subjected to the same personality-based ...""]","[-1.1320754716981132, 0, 0.16233766233766234]"
21,4.2725884883138425,"[""Bernie Sanders in 1970s Senate race called millionaire senators 'immoral'"", 'Bernie Sanders harshly criticized the wealth of US senators during his first campaign for office in 1971', ' calling it ""immoral"" that half the members of the Senate ...']","[0.6712328767123288, 2.7980769230769234, 0.8032786885245902]"
22,0.452054794520548,"['Sanders gets tough reception at minority women’s event', ' signaling challenges ahead', ""HOUSTON — The groans erupted halfway through Bernie Sanders's appearance Wednesday at a presidential candidates' forum sponsored by She the People"", ' ...']","[0.0, 0, 0.452054794520548, 0]"
23,-1.6038961038961042,"['How Sanders left political wilderness to become leader of Democratic pack', 'The senator has effectively not stopped campaigning since 2015 as the political landscape has shifted – but some are wondering if he can grow his 2020 ...']","[0.0, -1.6038961038961042]"
24,0.6313675755654196,"['Are political handicappers giving Bernie Sanders a break?', 'If Bernie Sanders is a front-runner for the 2020 Democratic presidential nomination', ' why is he getting a pass for underperforming in key areas?']","[0.43859649122807015, 0.1927710843373494, 0]"
25,0.6423076923076922,"['How Bernie Sanders', ' The Socialist Senator', ' Amassed A $2.5 Million Fortune', 'Bernie Sanders may be a fierce critic of the wealthy', "" but he's multimillionaire from his hit books"", ' real estate', ' government pensions and investments.']","[0, 0, 0, 0.4423076923076923, 0.2, 0, 0]"
26,0.6761426978818283,"[""Bernie Sanders draws mayoral pension while running for president — his campaign co-chair Rep. Ro Khanna once blasted such 'double-dipping'"", 'Sen. Bernie Sanders', ' the Vermont independent who is seeking the Democratic presidential nomination', ' for years has drawn a pension for having once been the ...']","[0.4710144927536232, 0, 0.20512820512820512, 0]"
27,1.716947648624667,"['Sanders', "" Even 'terrible people' have the right to vote"", 'Democratic party presidential hopeful Sen. Bernie Sanders explains during a CNN town hall why he believes people who have committed terrible crimes', ' ...']","[0, 1.0434782608695652, 0.673469387755102, 0]"
28,-0.9709757834757833,"['Fox News Can’t Stop Talking About Bernie Sanders', 'Fox News loves talking about Bernie Sanders. Every week since the Vermont senator launched his 2020 campaign', ' Fox News has outstripped MSNBC and ...']","[-0.1875, -0.29629629629629634, -0.487179487179487]"
29,-0.03324808184143223,"['AIPAC Targets Bernie Sanders in Facebook Ads Focused on Key Democratic Primary States', 'Bernie Sanders is the target of an ad campaign on Facebook paid for by the American Israel Public Affairs Committee', ' the pro-Israel lobbying group.']","[0.10588235294117647, -0.1391304347826087, 0]"
30,-0.38677573278800276,"['Bernie Sanders v the Democratic establishment', ' what the battle is really about', 'Sanders is sparking a debate within the Democratic party about whether courting big dollars is the only way to stay competitive. Bernie Sanders speaks during a ...']","[0.35555555555555557, 0, -0.7423312883435583]"
31,0.05795656028368795,"[""Here's How Bernie Sanders Earned Nearly $5 Million In The Past 10 Years"", 'Bernie Sanders has had a good decade. Since 2009', ' the socialist senator has pulled in nearly $5 million in income', ' according to a Forbes analysis of 10 years ...']","[0, -0.3333333333333333, -0.140625, 0.5319148936170213]"
32,3.211021017817134,"[""Bernie Sanders unveils trade platform challenging Trump's China policy"", ""Sanders' platform is a jab at President Donald Trump"", ' who pledged to overhaul U.S. trade deals but has has struggled to fully follow through on his promise.']","[1.7285714285714286, 0.3076923076923077, 1.174757281553398]"
33,0.4195677632279357,"['New Bernie Sanders App Democratizes Organizing — and Panics People Unfamiliar With Organizing', 'The Bernie Sanders campaign kicked off its massive volunteer program this weekend by holding nearly 5', '000 house parties across the country and unveiling a ...']","[0.17204301075268819, 0.24752475247524752, 0]"
34,-1.7580079230333898,"['Sanders sharpens the choice Democrats face on health care', ""Congressional Democrats are locking arms to protect the Affordable Care Act -- the party's signature achievement during Barack Obama's presidency -- as ...""]","[-0.7192982456140351, -1.0387096774193547]"
35,0.5050574084199015,"['Bernie Sanders', "" Here's what has to change in South Carolina and the nation"", 'Democratic presidential contender Bernie Sanders writes an op-ed in advance of his visit to the Upstate Thursday and Friday.']","[0, 0.2711864406779661, 0.23387096774193544]"
36,0.27472527472527475,"['Bernie Sanders would sign reparations research bill if elected president - Business Insider', '""If the House and Senate pass that bill of course I would sign it...There needs to be a study', '"" Sanders said on Friday.']","[0.27472527472527475, 0, 0]"
37,0.6402439024390244,"['Sanders launches mega volunteer program', ""Bernie Sanders' campaign will unveil a slate of top hires and organizing kickoff events Wednesday — the latest sign that he plans to harness his record-breaking ...""]","[0, 0.6402439024390244]"
38,1.6346706661667292,"['Bernie Sanders declines to say when he will release tax returns', 'Democratic presidential candidate Sen. Bernie Sanders sidestepped questions Thursday about when he will release his tax returns', ' with the Vermont ...']","[1.6031746031746033, 0.031496062992125984, 0]"
39,0.20160778506452295,"['Joe Biden challenges Bernie Sanders 2020 Democrat frontrunner status - Business Insider', ""Sen. Bernie Sanders' status as the early 2020 Democratic frontrunner could face its first serious challenge now that former Vice President Joe Biden has hopped ...""]","[0.10344827586206896, 0.09815950920245399]"
40,0.7275223061084419,"['1 thing that Sanders has changed his mind about', 'During a CNN town hall', ' Democratic presidential candidate Sen. Bernie Sanders discusses a policy position that he has changed his mind on recently.']","[0.3404255319148936, 0, 0.3870967741935484]"
41,9.267676767676768,"['Bernie Sanders’s foreign policy', ' end inequality and authoritarianism', 'His foreign policy features ending income inequality and starting a global democratic movement against oligarchy and authoritarians.']","[0, 7.472222222222222, 1.7954545454545452]"
42,1.790235998170865,"['Riding Through The Rust Belt With Sen. Bernie Sanders', 'Sen. Bernie Sanders of Vermont is back on the presidential campaign trail', "" and he's focusing on states that went for Donald Trump in the 2016 election .""]","[1.1132075471698113, 0.5616438356164384, 0.11538461538461539]"
43,3.950487329434698,"[""Student asks Bernie Sanders about 'failures of socialism'"", 'During a CNN town hall', ' a student whose family fled Soviet Russia asked Democratic presidential candidate Bernie Sanders about the ""failures of socialism"" ...']","[2.824561403508772, 0, 1.125925925925926]"
44,-0.08860759493670883,"['Bernie Sanders Is Making Union Solidarity an Essential Theme of the 2020 Campaign', 'The senator is rallying with labor and proposing to upend “right to work” laws.']","[0, -0.08860759493670883]"
45,12.923310810810811,"['Bernie Sanders backs Ilhan Omar again', "" but says she could do 'a better job' addressing Jewish community"", 'Sen. Bernie Sanders on Monday night defended Rep. Ilhan Omar', ' one of the first Muslim women to serve in Congress', ' against ""outrageous', ' racist"" attacks', ' while ...']","[-0.1891891891891892, -0.8, 0.15, 0, 6.2, 7.5625, 0]"
46,-0.18294827446579592,"['Bernie Sanders town hall on Fox News', ' Now a millionaire himself', "" Sanders says he won't apologize for writing bestselling book"", ""The Vermont senator defended his earnings and insisted he does not attack the wealthy on Fox News' town hall.""]","[0, 0.34615384615384615, -0.4098360655737705, -0.11926605504587157]"
47,-0.665026056745802,"['Poisoned Press', ' The original plot to stop Bernie Sanders … and why it didn’t work', 'Bernie Sanders celebrates his Burlington mayoral win in 1981. File photo. This news analysis is by longtime Vermont journalist Greg Guma. He writes about ...']","[0, -0.13636363636363635, -0.5286624203821656]"
48,3.6317415062960317,"['Bernie Sanders and the Myth of the 1 Percent', 'A peculiar chapter in the 2020 presidential race ended Monday', ' when Bernie Sanders', ' after months of foot-dragging', ' finally released his tax returns. The odd ...']","[0, 1.5737704918032787, 0, 2.6666666666666665, -0.6086956521739131]"
49,-0.5537558835431177,"['Bernie Sanders Has a Message for Trump on Trade', ""As workers' rights have become a focus for the 2020 presidential campaigns"", ' Senator Bernie Sanders has called on President Donald Trump to protect those ...']","[0.19148936170212766, -0.33783783783783783, -0.4074074074074075]"
50,1.0007034233268572,"[""Can taxing the rich pay for Bernie Sanders' Medicare for All plan?"", 'Vermont Sen. Bernie Sanders is not hiding the fact that everyone\'s taxes would go up under his ""Medicare for All"" plan', ' though the rich would be hit with several ...']","[0.3636363636363636, 0.2457627118644068, 0.3913043478260869]"
51,1.1781361615676165,"[""Bernie Sanders can't beat Donald Trump in 2020"", ' Obama campaign manager Jim Messina', 'Jim Messina', "" who managed President Barack Obama's re-election campaign"", ' says he does not think that Sen. Bernie Sanders can overtake President Donald ...']","[0, 0.5142857142857142, 0.8181818181818182, 0.43103448275862066, -0.5853658536585367]"
52,1.5588235294117647,"['Why women of color booed Bernie Sanders at a recent speech', 'Earlier this week', ' Sen. Bernie Sanders (I-Vt.) spoke of marching with the Rev. Martin Luther King Jr. It was a testament', ' he said', ' to his long history advocating for ...']","[0, 1.4705882352941178, 0.08823529411764706, 0, 0]"
53,4.304347826086957,"['Bernie Sanders is hypocritical on most significant campaign issues | TheHill', 'The presidential candidate does not practice what he preaches on economics and other issues.']","[2.75, 1.5543478260869565]"
54,1.414012738853503,"['Sen. Sanders', ' I am 100% pro-Israel', ' but ...', 'Democratic presidential candidate Sen. Bernie Sanders shares whether he will maintain a strong US-Israel alliance despite his criticisms of Israeli Prime ...']","[0, 0, 0, 1.414012738853503]"
55,-0.05,"['Bernie Sanders Is Getting A Shadow Organizing Campaign In The Midwest', ""Our Revolution will work to amplify Sanders' message in the Midwest as he builds the case that he's the best candidate to beat Donald Trump.""]","[0, -0.05]"
56,0.18556701030927836,"[""Senator Bernie Sanders Calls Trump a 'Racist'"", 'Sen. Bernie Sanders made a trip to the Apollo Theater in Harlem to pay tribute to Harry Belafonte', ' Tony Bennett and the legacy of the Rev.']","[0, 0.18556701030927836, 0]"
57,-3.5965174129353237,"['Sanders gets endorsements from 7 black S. Carolina lawmakers', 'SPARTANBURG', ' S.C. (AP) — Democratic presidential candidate Bernie Sanders on Thursday announced endorsements from seven black lawmakers in the ...']","[-2.5666666666666664, 0, -1.029850746268657]"
58,-2.4089301503094607,"[""Lumping Bernie Sanders into 'old"", "" white male' category discounts his Jewishness"", 'To cast Bernie Sanders', ' whose father immigrated to the United States to escape antisemitism in Europe', ' as just another privileged old white male running for ...']","[0, 0, 0, 0.4358974358974359, -2.8448275862068964]"
59,0.08571428571428572,"[""Bernie Sanders lays out his vision for 'Medicare for All'"", ""At a CNN town hall moderated by CNN's Chris Cuomo"", ' Sen. Bernie Sanders (I-VT) discusses his plan to replace private insurance with single payer healthcare.']","[0, 0, 0.08571428571428572]"
60,-2.1346562721474136,"['Note to Bernie Sanders', ' Capitalism works', 'Is it possible a richer Sanders may finally get it that capitalism is a great thing', ' that inequality is not what makes or keeps people poor and that free trade has ...']","[0, -2.4117647058823533, -0.927710843373494, 1.2048192771084338]"
61,0.42105263157894735,"['Political cartoons', ' “Crazy Bernie” Sanders', 'Crazy Bernie', ' Creepy Joe and other familiar comics.']","[0, 0, 0, 0.42105263157894735]"
62,0.1373953488372093,"['Democratic presidential candidate Bernie Sanders to make first Sioux City stop of 2019', 'SIOUX CITY -- U.S. Sen. Bernie Sanders will make his first Sioux City presidential campaign stop of the 2020 cycle on Sunday.']","[0.0813953488372093, 0.05600000000000001]"
63,0.19999999999999998,"['Bernie Sanders bringing presidential campaign to Houston', 'BERNIE IN HOUSTON', ' The Democratic senator will make a campaign stop at Discovery Green Wednesday and wants you to be there.']","[0.2857142857142857, 0, -0.08571428571428572]"
64,-0.08105263157894749,"['‘Bring it on’', ' Biden and Sanders teams kick off debate over Medicare-for-all', 'Joe Biden on Monday endorsed a public option that would allow all Americans to buy into a Medicare-like health insurance plan', ' as allies of both the former vice ...']","[0, 0, -1.1600000000000001, 1.0789473684210527]"
65,-0.5471014492753623,"['Bernie Sanders is now a millionaire. Can he still speak for working-class Americans?', 'Sen. Bernie Sanders (I.-Vt.) is running for president as an advocate for working-class Americans. But in a recent New York Times interview', ' the self-proclaimed ...']","[-0.08333333333333333, -0.463768115942029, 0]"
66,1.9879518072289157,"['Warren puts Bernie on defense - POLITICO', ""The Massachusetts senator is aggressively pitching policies in Sanders' wheelhouse.""]","[0, 1.9879518072289157]"
67,0.4521518987341771,"['Bernie Sanders opposes US military intervention in Venezuela - Business Insider', '""At the end of the day', ' I think what you want in one of the largest countries in Latin America is free and fair elections.""']","[0.7721518987341771, 0, -0.32]"
68,-0.25,"['All Bernie’s Socialists', ""The candidate's advisers want America to be more like Venezuela.""]","[0, -0.25]"
69,1.2414236706689534,"['Bernie Sanders in Warren', "" Trump 'mistake is not going to be repeated'"", 'Bernie Sanders is going after Donald Trump and he made the clear during a stop in Warren Saturday evening.']","[0, 1.477272727272727, -0.2358490566037736]"
70,-0.21568627450980388,"['The Rematch', ' Bernie Sanders vs. a Clinton Loyalist', 'The blowup reflects ideological divisions among Democrats between a legacy Clinton organization and liberals trying to harness the energy of millennials.']","[0, 0, -0.21568627450980388]"
71,-0.24810810810810813,"[""Bernie Sanders 'central' to Russia's pro-Trump 2016 strategy"", ' study - Business Insider', '""There is no question that Sanders was central to their strategy. He was clearly used as a mechanism to decrease voter turnout for Hillary Clinton.""']","[0, 0.36, -0.6081081081081081]"
72,-1.7347061175529788,"['Bernie Sanders', "" This could work toward Trump's advantage"", 'During a CNN-sponsored town hall', ' Sen. Bernie Sanders showed that his presidential candidacy will be about more than questioning the Mueller report and ...']","[0, -2.3658536585365852, 0.5, 0.13114754098360656]"
73,-2.643478260869565,"['Elizabeth Warren is the star who may eclipse Bernie Sanders', ""During Monday night's CNN town halls"", "" Elizabeth Warren outshone the seasoned progressive to whom she's often compared. While Bernie Sanders made his ...""]","[0, 0, -2.643478260869565]"
74,-0.7408108108108107,"['Bernie Sanders takes on energy industry in Houston', ' not the workers', 'Sen. Bernie Sanders pledged to thousands of Houstonians on Wednesday that a proposed green energy stimulus package would not burn workers in the ...']","[0.32, -1.0, -0.0608108108108108]"
75,-1.2727219022300988,"['President Trump', ' Sen. Bernie Sanders Are Front-Runners In The Money Race For 2020', 'As presidential hopefuls enter the Democratic primary contest', ' they have to figure out how to raise the money they need', ' and the different options available.']","[1.0666666666666667, 0, -0.3934426229508196, 0, -1.9459459459459458]"
76,0.4281459528455523,"['The Daily 202', ' Tax returns show 2020 candidates gave to charity', ' but not a ton', 'With Joanie Greve and Mariana Alfaro. THE BIG IDEA', "" Former congressman Beto O'Rourke (D-Tex.) released 10 years of tax returns last night. He and his wife ...""]","[0.6923076923076923, 0.08163265306122448, 0, 0, -0.34579439252336447]"
77,-0.007479861910241692,"[""Bernie Sanders trolls Donald Trump's visit to Wisconsin"", 'MADISON - U.S. Sen. Bernie Sanders is seeking to defend his friendly turf in Wisconsin against a second win by President Donald Trump in 2020 by tying job ...']","[0.45454545454545453, -0.4620253164556962]"
78,-0.022043443282381336,"['Bernie Sanders Talks GM And Education In Lordstown Stop', 'Vermont Senator and presidential candidate Bernie Sanders was in Lordstown yesterday for a town hall on education', "" the economy and how they're tied to the.""]","[-0.16363636363636364, 0.1415929203539823, 0]"
79,-0.34513274336283184,"[""Here's How Bernie Sanders Missed the Mark at She the People"", 'The audience lost patience when Sanders deflected on two questions his team should have been prepared to address.']","[0, -0.34513274336283184]"
80,-0.3275261324041812,"['GOP Sen. Rick Scott', "" 'If you like Bernie Sanders"", "" why don't you go ahead and move to Caracas?'"", 'Sen. Rick Scott', ' R-Fla.', ' on Wednesday took a shot at Democratic presidential contender Sen. Bernie Sanders', ' saying people who intend to vote for the Vermont ...']","[0, -0.5714285714285714, 0, 0, 0, 0.24390243902439018, 0]"
81,-1.8611585708050133,"['Bernie Sanders releases tax returns', ' showing million-dollar years', ""Senator Bernie Sanders released a decade's worth of his tax returns after years of resisting disclosure as he makes a second run at the presidency against ...""]","[-1.0571428571428572, -0.3103448275862069, -0.4936708860759494]"
82,1.678813559322034,"[""Ann Coulter says she would vote for Bernie Sanders – if he 'went back' to immigration stance"", 'Conservative provocateur Ann Coulter often makes headlines by caustically deriding political figures', ' but she drew attention Wednesday by saying nice things ...']","[0, 1.95, -0.2711864406779661]"
83,8.01785658196438,"['Joe Biden advisers mad at Bernie Sanders team over allegations', ' report - Business Insider', 'People close to former Vice President Joe Biden say they are suspicious that Bernie Sanders is involved in the accusations that he inappropriately touched ...']","[3.7096774193548385, 0.34615384615384615, 3.962025316455696]"
84,0.6780667043527416,"['Sen. Bernie Sanders challenges Sen. Amy Klobuchar in her home state', 'Vermont Sen. Bernie Sanders', "" who won Minnesota's last Democratic presidential caucuses"", "" isn't ceding the state's 2020 primary to Sen. Amy Klobuchar.""]","[0, 0, 0.12068965517241378, 0.5573770491803278]"
85,0.32,"['Bernie Sanders raises most 2020 campaign cash in North Carolina', 'Bernie Sanders raised at least $48', '000 from donors in North Carolina during the first three months of the year', ' the most of any other Democratic presidential ...']","[0, 0, 0, 0.32]"
86,-0.1944692239072257,"['Bernie Sanders faces lively audience in Bethlehem town hall', 'Fox News was the one hosting the Monday night town hall for Bernie Sanders in the Lehigh Valley', ' but it was the hosts who faced more backlash from the ...']","[-0.4576271186440678, 0.2631578947368421, 0]"
87,-0.011029411764705871,"[""Bernie Sanders seeks override of Trump's Yemen veto"", ""WASHINGTON — To override President Donald Trump's veto of a measure to end U.S. military support for Saudi Arabia's war in Yemen"", ' Sen. Bernie Sanders ...']","[0.17647058823529413, -0.1875, 0]"
88,0.8417266187050358,"[""Bernie Sanders beat Beto O'Rourke in a key fundraising measure"", ""Washington (CNN) The monster $6.1 million haul that Beto O'Rourke touted in the first day of his presidential campaign included nearly $300"", ""0000 that he can't ...""]","[0.0, 0.8417266187050358, 0]"
89,0.4592058971351985,"['Bernie Sanders', ' Everyone deserves to vote', ' even felons like Paul Manafort & Michael Cohen', ""Committing a serious crime shouldn't strip people of their basic right to be a citizen and active participant in our democracy.""]","[0, 0, 0.19148936170212766, 0.26771653543307083]"
90,-2.653721680618232,"['Sander-nista? Archives show Bernie’s past praise of socialist revolutionaries', 'Bernie Sanders', ' a front-runner for the Democratic presidential nomination', ' has long billed himself as a democratic socialist', ' citing the peaceful governments of ...']","[-0.4675324675324675, 0, 0.27586206896551724, -0.18, -2.282051282051282]"
91,-0.760483870967742,"['Why the ‘millionaire’ dig on Bernie Sanders isn’t as powerful as it once might have been', 'America learned late last week that Sen. Bernie Sanders (I-Vt.) would soon release tax returns that showed his income topping $1 million after his 2016 ...']","[-0.625, -0.13548387096774192]"
92,-1.1335583413693346,"['Photos', ' Bernie Sanders kicks off 2020 presidential campaign tour in Madison', 'Democratic 2020 presidential candidate Bernie Sanders speaks at the podium during a rally at James Madison Park in Madison', ' WI on Friday', ' April 12', ' 2019.']","[-1.5, 0.23529411764705882, 0.13114754098360656, 0, 0, 0]"
93,0.6486772486772492,"['Is Sanders still credible to rally against millionaires?', 'During a CNN town hall', ' Democratic presidential candidate Sen. Bernie Sanders addresses concerns that his financial status as a millionaire undermines his ...']","[-1.714285714285714, 0, 2.362962962962963]"
94,0.4412055335968379,"['Bernie Sanders brings a more welcoming message', 'U.S. Sen. Bernie Sanders addresses a crowd of 4', '500 Sunday at a campaign rally in Schenley Park. (Current Photos by Jake Mysliwczyk) ...']","[0.5434782608695652, 0, -0.10227272727272728]"
95,-0.08220346592439609,"['Cory Booker swipes at Bernie Sanders over restoring voting rights for felons in prison', 'Sen. Cory Booker on Monday called out Sen. Bernie Sanders over his support for restoring voting rights to convicted felons still serving prison time', ' drawing a ...']","[0.7093023255813954, -0.14864864864864857, -0.6428571428571429]"
96,-0.30164835164835163,"['Bernie Sanders First to Sign Pledge to Rally Behind Democratic Nominee', 'The pledge was launched this morning by Indivisible.']","[-0.12857142857142856, -0.17307692307692307]"
97,0.15822784810126583,"[""Beto O'Rourke staffers in Texas who flipped to Bernie Sanders explain why"", ""Their journey reveals a major fault line for O'Rourke as he transitions from a statewide campaign in which occasional votes with the Republicans can be an ...""]","[0, 0.15822784810126583]"
98,7.9950495049504955,"['Bernie Sanders wants you to expose your friends', ' Facebook-style', 'The Democratic candidate launches an app that asks users to snitch on the political beliefs of family', ' friends', ' and even strangers.']","[0, 0.6, 0.49504950495049505, 0, 6.9]"
99,2.1266814077759353,"[""Lindsey Graham rejects Bernie Sanders' idea that felons should be allowed to vote"", ""U.S. Sen. Lindsey Graham rejected Democratic presidential hopeful Bernie Sanders' stance that prison inmates should be allowed to vote"", ' saying it would allow ...']","[1.3580246913580247, 0.7686567164179104, 0]"
100,3.4766715116279068,"[""Here's how Bernie Sanders made his millions — and why it matters in the 2020 election"", 'Book income helped self-proclaimed socialist Bernie Sanders join the millionaire class', ' a group he has often criticized during his decades in politics.']","[0.4, -0.313953488372093, 3.390625]"
101,-3.418618466824216,"['The incredible shrinking ... Bernie Sanders?', 'Concord', ' New Hampshire (CNN) Last go-round', ' New Hampshire was everything to Bernie Sanders', ' his one sure thing as he battled Hillary Clinton for the ...']","[-3.7272727272727275, 0, 0.2647058823529412, 0.19148936170212766, -0.14754098360655737]"
102,-0.2875095201827875,"['Bernie Sanders Tries to Reclaim the Insurgency', 'In New Hampshire this week', ' the candidate who became known for turning out thousands pivoted to a series of intimate gatherings.']","[0, 0.34615384615384615, -0.6336633663366337]"
103,-0.2703922789539226,"['Bernie Sanders becomes latest 2020 candidate to call for Facebook breakup', 'On Capitol Hill yesterday', ' Sen. Bernie Sanders (I-VT)', ' a Democratic frontrunner', ' told Politico that he supports calls like those from his colleague and presidential ...']","[1.0136986301369864, 0, 0, 0, -1.284090909090909]"
104,0.10712174940898345,"['‘I Did My Best to Stop American Foreign Policy’', ' Bernie Sanders on the 1980s', 'In an interview', ' one of the leading candidates for the 2020 Democratic presidential nomination discusses his long-held opposition to war and his support for ...']","[-0.19148936170212766, 0, 0, 0.2986111111111111]"
105,0.4774193548387096,"['The Secret of Bernie’s Millions', 'How did he amass three houses and a net worth of more than $1 million? The surprisingly conventional middle-class climbing of a radical-sounding socialist.']","[0, 0.4774193548387096]"
106,1.9066666666666667,"['Bernie Sanders', ' a Front-Runner With Financing to Prove It', ' Struggles to Retain Outsider Status', ""The candidate who blasted the campaign-finance system as 'corrupt' has drawn support from outside groups with few restrictions and undisclosed donors.""]","[0, 0, 0, 1.9066666666666667]"
107,0.1951219512195122,"['The Transformation of Bernie Sanders', 'How the Vermont senator went from a third-party independent to a 2020 frontrunner.']","[0, 0.1951219512195122]"
108,0.1845238095238093,"['Sanders backs calls to break up Facebook', 'Sen. Bernie Sanders (I-Vt.) said today he supports calls to break up Facebook', ' his first remarks on the matter since entering the 2020 Democratic presidential ...']","[0.625, -1.142857142857143, 0.7023809523809523]"
